agent,trial,stage,analysis_stage,day,stage_index,context,plasticity,P_FREEZE_NODE,P_SUPPRESS_NODE,fear_route_drive,suppression_route_drive,freeze_score,suppression_score,route_conflict,P_N4,P_N5,P_N6,P_N7,P_G0,P_G1,P_G2,P_G3,P_G4,P_G5,astro_fear_proxy,fear_responsive_weight,ext_responsive_weight,fear_memory_storage,extinction_memory_storage,fear_expression_gate,extinction_expression_gate,fear_assembly_min_strength,extinction_assembly_min_strength,seed
no_glia_glia,50,Ext2,L-Ext,3,22,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,51,Ext2,L-Ext,3,23,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,52,Ext2,L-Ext,3,24,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,53,Ext2,L-Ext,3,25,B,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,54,E-Ret,E-Ret,4,1,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,55,E-Ret,E-Ret,4,2,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,56,E-Ret,E-Ret,4,3,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,57,E-Ret,E-Ret,4,4,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,58,E-Ret,E-Ret,4,5,B,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.0,0.0,0.48524435617492145,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,1.0,0.0,0.0,20260817
no_glia_glia,59,F-Ren,F-Ren,5,1,A,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.0,0.0,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,0.0,0.0,0.0,20260817
no_glia_glia,60,F-Ren,F-Ren,5,2,A,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.0,0.0,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,0.0,0.0,0.0,20260817
no_glia_glia,61,F-Ren,F-Ren,5,3,A,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.0,0.0,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,0.0,0.0,0.0,20260817
no_glia_glia,62,F-Ren,F-Ren,5,4,A,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.0,0.0,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,0.0,0.0,0.0,20260817
no_glia_glia,63,F-Ren,F-Ren,5,5,A,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.0,0.0,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,0.0,0.0,0.0,20260817
calex_like,0,Pre-Con,Pre-Con,0,1,A,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.0,0.0,0.00653119496947252,,,0.0,0.0,,,0.0,0.0,20260817
calex_like,1,F-Con,F-Con,1,1,A,True,0.0343651538830938,0.0,0.7998359770879381,0.0,0.9523716522139278,0.0,0.0,0.7998359770879381,0.0,0.11883992226181772,0.0,0.7165859895183705,0.00653119496947252,0.004036710768538954,0.3842523215571083,0.4215770703060906,0.0,0.00653119496947252,0.28,0.22,0.0,0.0,1.0,0.0,0.0,0.0,20260817
calex_like,2,F-Con,F-Con,1,2,A,True,0.0343651538830938,0.0,0.7998359770879381,0.0,0.9523716522139278,0.0,0.0,0.7998359770879381,0.0,0.11883992226181772,0.0,0.5809773719640225,0.20091824478858633,0.004036710768538954,0.38339246276680483,0.4215770703060906,0.0,0.20091824478858633,0.3196005221444273,0.22,0.0,0.0,1.1414304362300973,0.0,0.0,0.0,20260817
calex_like,3,F-Con,F-Con,1,3,A,True,0.03499503626131506,0.0,0.8103155951462515,0.0,0.9529586423813382,0.0,0.0,0.8103155951462515,0.0,0.12099684218686435,0.0,0.6214799987386012,0.39277771805901573,0.004036710768538954,0.3841122813893348,0.4286546895842237,0.0,0.39277771805901573,1.92421809064276,0.22,0.6563894360681201,0.0,1.35,0.0,0.6563894360681201,0.0,20260817
calex_like,4,Ext1,E-Ext,2,1,B,True,0.0025640724962076034,0.0,0.07222303399805885,0.0,0.6435669347462848,0.0,0.0,0.07222303399805885,0.0,0.011589038245721994,0.0,0.08599868374783626,0.2522086817136901,0.004036710768538954,0.007430816940880166,0.045494616034054136,0.48524435617492145,0.2522086817136901,2.1957125324889537,0.22,1.0,0.0,1.0,1.0,1.0,0.0,20260817
calex_like,5,Ext1,E-Ext,2,2,B,True,0.002767128840538202,0.0,0.07797393901431282,0.0,0.6609420662376364,0.0,0.0,0.07797393901431282,0.0,0.012498579847740166,0.0,0.0921878846491803,0.2695469685530145,0.004036710768538954,0.007969448869371568,0.0490566990025082,0.48524435617492145,0.2695469685530145,2.284905064146642,0.22,1.0,0.0,1.0,1.0,1.0,0.0,20260817
calex_like,6,Ext1,E-Ext,2,3,B,True,0.002974475183097347,0.0,0.08385113431742086,0.0,0.6770316217089857,0.0,0.0,0.08385113431742086,0.0,0.013426093054458965,0.0,0.0984181706005787,0.2868782236809258,0.011056016955004211,0.008512249477860893,0.05268783805066746,0.4792927906814628,0.2868782236809258,2.3731366162978116,0.22,1.0,0.0,1.0,1.0,1.0,0.0,20260817
calex_like,7,Ext1,E-Ext,2,4,B,True,0.0031859703935784855,0.0,0.08985092421415719,0.0,0.6919544451294791,0.0,0.0,0.08985092421415719,0.0,0.014370870179801876,0.0,0.10468072149433713,0.3041731252977954,0.03138608000674985,0.009058477081936411,0.05638517349440564,0.4621186090596081,0.3041731252977954,2.4605000593375754,0.22,1.0,0.0,1.0,1.0,1.0,0.0,20260817
calex_like,8,Ext1,E-Ext,2,5,B,True,0.0034014492488118053,0.0,0.09596892227241993,0.0,0.7058151279609455,0.0,0.0,0.09596892227241993,0.0,0.015332098128824745,0.0,0.11096626866119574,0.32140164937773963,0.07133577941293712,0.009607348632223796,0.06014543461643074,0.42868294477964497,0.32140164937773963,2.547065517915506,0.22,1.0,0.0,1.0,1.0,1.0,0.0,20260817
calex_like,9,Ext1,Ext1,2,6,B,True,0.0036207181490581775,0.0,0.1021999258881019,0.0,0.7187059012149114,0.0,0.0,0.1021999258881019,0.0,0.01630884026935342,0.0,0.11726503669778174,0.3385329968151699,0.1254805532512948,0.0101580341927041,0.06396486982599803,0.3842177004149573,0.3385329968151699,2.632882323188338,0.22,1.0,0.0,1.0,1.0,1.0,0.0,20260817
calex_like,10,Ext1,Ext1,2,7,B,True,0.0038241554117900423,0.0,0.1079859164005369,0.0,0.7297040085102661,0.0,0.0,0.1079859164005369,0.0,0.01721380367887093,0.0,0.12302215428350274,0.35407180071110883,0.1257372307887064,0.010661958291117567,0.067502245662452,0.38428596601723913,0.35407180071110883,2.7106526865051674,0.22937187801858083,1.0,0.010133884436773048,0.9973038624577653,1.0,1.0,0.010133884436773048,20260817
calex_like,11,Ext1,Ext1,2,8,B,True,0.004002727518307547,0.0,0.11306858915688489,0.0,0.7386792403306028,0.0,0.0,0.11306858915688489,0.0,0.018007161657823012,0.0,0.1280073979350674,0.36743328177031026,0.12634288212880954,0.011098789974838746,0.07060227214346348,0.38444706081780045,0.36743328177031026,2.7775786575387693,0.25010761448239494,1.0,0.030469233174460257,0.9913898890629849,1.0,1.0,0.030469233174460257,20260817
calex_like,12,Ext1,Ext1,2,9,B,True,0.004149992629534527,0.0,0.11726290603933343,0.0,0.7456488563806934,0.0,0.0,0.11726290603933343,0.0,0.01866072878835978,0.0,0.1320710885502576,0.37825911108865096,0.12740237251442482,0.011455201005380167,0.07315529182767277,0.3847289266372748,0.37825911108865096,2.831900061279928,0.2827783492345102,1.0,0.06004627466001505,0.982212968624904,1.0,1.0,0.06004627466001505,20260817
calex_like,13,Ext1,Ext1,2,10,B,True,0.00426085570459378,0.0,0.1204220725526961,0.0,0.750657753241153,0.0,0.0,0.1204220725526961,0.0,0.019152324868859316,0.0,0.13510214296160145,0.3862949662154371,0.1290659445543326,0.011721240316495771,0.07507514053116471,0.3851716462833068,0.3862949662154371,2.8723057771025613,0.3276340387827559,1.0,0.0980464558330073,0.9698866861932864,1.0,1.0,0.0980464558330073,20260817
calex_like,14,Ext1,Ext1,2,11,B,True,0.004331683798817876,0.0,0.1224411318222135,0.0,0.7537569484323792,0.0,0.0,0.1224411318222135,0.0,0.01946620749611694,0.0,0.1370260354402662,0.3913780643819897,0.131532887136529,0.011890191241964675,0.07630074796628383,0.38582848973868844,0.3913780643819897,2.8979104932518083,0.38476893158318193,1.0,0.1437932973406087,0.9546270539225337,1.0,1.0,0.1437932973406087,20260817
calex_like,15,Ext1,Ext1,2,12,B,True,0.0043602447733286365,0.0,0.12325546653117492,0.0,0.7549852335734087,0.0,0.0,0.12325546653117492,0.0,0.019592737229696677,0.0,0.13779906687197926,0.3934166340549609,0.13505488298253454,0.011958096273765755,0.07679475808484626,0.386766927781208,0.3934166340549609,2.9081905055884185,0.4542756255221113,1.0,0.19675805245179293,0.9366983846204319,1.0,1.0,0.19675805245179293,20260817
calex_like,16,Ext1,Ext1,2,13,B,True,0.004345503705131537,0.0,0.12283515539493983,0.0,0.7543527999037791,0.0,0.0,0.12283515539493983,0.0,0.019527434887469886,0.0,0.13740028327618792,0.39236527380735714,0.13994336945964253,0.011923064711925013,0.07653980144778116,0.38807079858344234,0.39236527380735714,2.902887908591954,0.5363977412140669,1.0,0.25657002300467263,0.9163646961561217,1.0,1.0,0.25657002300467263,20260817
calex_like,17,Ext1,Ext1,2,14,B,True,0.004287335149155136,0.003351063808639476,0.1211768411571933,0.003351063808639476,0.7365123939453181,0.020367753478264892,0.003351063808639476,0.1211768411571933,0.0024642137582522317,0.0192696886276994,0.0015755786689986007,0.13582254564978866,0.3881999322621996,0.14658536273049155,0.011784495988899139,0.07553342625493542,0.3898448706331918,0.3881999322621996,2.8818970017367733,0.6316915876250407,1.0,0.3230318004525869,0.8938490050088921,1.0,1.0,0.3230318004525869,20260817
calex_like,18,Ext1,Ext1,2,15,B,True,0.004186214571981539,0.005484438324155239,0.11829493639318522,0.005484438324155239,0.7222822568308445,0.03348674601805378,0.005484438324155239,0.11829493639318522,0.004035100779417489,0.01882138588180493,0.002579114295379159,0.13306406597958975,0.3808953600516226,0.15547280021596424,0.011542337154052548,0.07378275614482799,0.3922232630707944,0.3808953600516226,2.8451466305438733,0.7412109348990858,1.0,0.3961405169430844,0.8693011704535656,1.0,1.0,0.3961405169430844,20260817
calex_like,19,Ext1,Ext1,2,16,B,True,0.003967033433474043,0.008740743903677406,0.11205234336941883,0.008740743903677406,0.6968728896852727,0.05436019702035971,0.008740743903677406,0.11205234336941883,0.006436011110974915,0.017848654870970426,0.004111597177784532,0.12701598625815552,0.3647831250355654,0.16725202187731678,0.01101188229195489,0.06998299335167635,0.39538372053181403,0.3647831250355654,2.7642961320105757,0.8667372971830231,1.0,0.4761174304552753,0.842773210978834,1.0,1.0,0.4761174304552753,20260817
calex_like,20,Ext1,Ext1,2,17,B,True,0.003718763961894078,0.013681108952076304,0.1049878753210467,0.013681108952076304,0.6616786248554225,0.0862242171319789,0.013681108952076304,0.1049878753210467,0.01008592461750557,0.016745134841273268,0.006438301031353788,0.12005003967447467,0.346064275124688,0.18280313968221942,0.010401735457965756,0.06567045063013466,0.3995708278156475,0.346064275124688,2.670574997577674,1.0110930581043471,1.0,0.5634499431740698,0.8141996943834372,1.0,1.0,0.5634499431740698,20260817
calex_like,21,Ext1,Ext1,2,18,B,True,0.0034582011850471384,0.021159285516966886,0.09758112966499533,0.021159285516966886,0.614721396269118,0.13329488582168728,0.021159285516966886,0.09758112966499533,0.015627647256165167,0.015585036652590145,0.009964040374423333,0.1126059120983549,0.3258741178405919,0.20336432168232493,0.009750634246029304,0.061134668206823894,0.40513321990504536,0.3258741178405919,2.5694869905447852,1.1786005981642198,1.0,0.6589527217914009,0.7833801800441418,1.0,1.0,0.6589527217914009,20260817
calex_like,22,Ext1,Ext1,2,19,B,True,0.003184428885195323,0.0324809888052614,0.08980717574623831,0.0324809888052614,0.5533809319640148,0.20014391619392582,0.0324809888052614,0.08980717574623831,0.024056627729832747,0.014363988788209325,0.015310695749747305,0.10463541139715199,0.3040484557192745,0.230723175706341,0.009054522819796402,0.0563582486361307,0.41258305133984796,0.3040484557192745,2.459872218154448,1.375795663997672,1.0,0.763858398907373,0.7499610421202585,1.0,1.0,0.763858398907373,20260817
calex_like,23,Ext1,Ext1,2,20,B,True,0.0028958691188597507,0.049645949920405275,0.08162248915169545,0.049645949920405275,0.4765763592750089,0.2898721456759776,0.049645949920405275,0.08162248915169545,0.03692654023498343,0.01307461599488191,0.02343712549738819,0.09606684351947176,0.2803519185419695,0.26750175136516174,0.008307324111953793,0.05131199230416428,0.42269025574147845,0.2803519185419695,2.340004686204563,1.612582861209127,1.0,0.8799539756701181,0.7134160628672447,1.0,1.0,0.8799539756701181,20260817
calex_like,24,Ext1,Ext1,2,21,B,True,0.0025968117385147815,0.0738387856314453,0.07314995213208975,0.0738387856314453,0.3911997749543332,0.3948835984166139,0.07314995213208975,0.07314995213208975,0.05525446006406187,0.011735767290184773,0.03493254086714492,0.08700249543719463,0.2550288484244635,0.3146249002882216,0.007518137104392044,0.046069344961165215,0.43580788995246644,0.2550288484244635,2.210293978120637,1.887837047224029,1.0,1.0,0.6751707389534213,1.0,1.0,1.0,20260817
calex_like,25,Ext1,Ext1,2,22,B,True,0.002471798115214918,0.08017272044980983,0.06961119652196834,0.08017272044980983,0.36679186325530355,0.4224421211715844,0.06961119652196834,0.06961119652196834,0.06008992602783925,0.011175318949508073,0.037950269354529054,0.08315718571967187,0.24420875441492323,0.3337419868343502,0.007183720412551303,0.04387392341888041,0.44118745720389807,0.24420875441492323,2.1541740372718836,1.9937432307999774,1.0,1.0,0.661525860475637,1.0,1.0,1.0,20260817
calex_like,26,Ext1,Ext1,2,23,B,True,0.0023487067164663644,0.08686633591353465,0.06612856785213006,0.08686633591353465,0.3426441142322787,0.45009652699953234,0.06612856785213006,0.06612856785213006,0.0652168830313703,0.010623041348884699,0.041143034049493266,0.0793383488553791,0.23341832186065667,0.3535193969573022,0.006851821981002617,0.0417100364907419,0.4467904863388122,0.23341832186065667,2.0976934028546057,2.100888449173076,1.0,1.0,0.6482713299014378,1.0,1.0,1.0,20260817
calex_like,27,Ext1,Ext1,2,24,B,True,0.0022276247707910812,0.09393837108653869,0.06270445077728404,0.09393837108653869,0.31887485229797785,0.47771065425206327,0.06270445077728404,0.06270445077728404,0.07065268482142584,0.010079347020606422,0.044520405568615584,0.07554342127337299,0.22268268204000016,0.3739447054667095,0.00652222773842384,0.03957932438064804,0.4526192527200616,0.22268268204000016,2.040872232940164,2.2095574070929467,0.9999209420771187,1.0,0.6353600255053232,1.0,0.9999209420771187,1.0,20260817
calex_like,28,Ext1,Ext1,2,25,B,True,0.0021090793668544494,0.10140699566283728,0.059353656833426416,0.10140699566283728,0.2956438729174335,0.5051138975787327,0.059353656833426416,0.059353656833426416,0.07641465694927474,0.009546626808906278,0.04809176440281715,0.0717926877350292,0.21205129360193237,0.3949963303641781,0.006196685552358942,0.037491183418479235,0.4586739944718797,0.21205129360193237,1.9839154711992175,2.3199986501264522,0.9997776957388137,1.0,0.6227546420311411,1.0,0.9997776957388137,1.0,20260817
calex_like,29,Ext2,Ext2,3,1,B,True,0.0019935489897532355,0.10928898877653037,0.05608959879182496,0.10928898877653037,0.2731034401196127,0.5321342895113452,0.05608959879182496,0.05608959879182496,0.08251948958423538,0.009027059723633601,0.05186591223299453,0.06810496359679288,0.20157210173883838,0.4166412088060523,0.005876812913037559,0.03545418630770336,0.4649522179591124,0.20157210173883838,1.9270260999296946,2.4324225143431604,0.9995830986681696,1.0,0.6104265237212284,1.0,0.9995830986681696,1.0,20260817
calex_like,30,Ext2,Ext2,3,2,B,True,0.0018814583682605912,0.11759880950961488,0.05292414992991723,0.11759880950961488,0.2513937200522705,0.5586032507936144,0.05292414992991723,0.05292414992991723,0.0889825311224669,0.008522588514989993,0.05585062784787054,0.06449734871670625,0.1912907339638792,0.43883263144306567,0.005564076233973349,0.03347598501184501,0.47144800240850676,0.1912907339638792,1.8704029355146672,2.5469978429180293,0.9993474210116544,1.0,0.5983547478338828,1.0,0.9993474210116544,1.0,20260817
calex_like,31,Ext2,Ext2,3,3,B,True,0.0017731787048055336,0.12634756048989115,0.04986765555392347,0.12634756048989115,0.2306389738260517,0.5843601703974786,0.04986765555392347,0.04986765555392347,0.09581697747123785,0.008034919404160012,0.06005216706062144,0.06098523331782412,0.1812499969346254,0.4615083614642371,0.005259791846279991,0.031563308308239946,0.47815132998127,0.1812499969346254,1.8142403467491102,2.6638476909631956,0.9990788788864422,1.0,0.5865253778110798,1.0,0.9990788788864422,1.0,20260817
calex_like,32,Ext2,Ext2,3,4,B,True,0.0016690277557480648,0.13554186138307056,0.046928940132694,0.13554186138307056,0.21094426690132886,0.6092568573474838,0.046928940132694,0.046928940132694,0.10303296296747333,0.007565521176690182,0.06447471326972376,0.0575822817058715,0.17148938695541585,0.4845892069304564,0.004965125097983186,0.029721956896538004,0.485047480788276,0.17148938695541585,1.7587276694103924,2.7830442959409463,0.9987840451862725,1.0,0.5749308197631201,1.0,0.9987840451862725,1.0,20260817
calex_like,33,Ext2,Ext2,3,5,B,True,0.0016122166321859144,0.13844534080979798,0.04532647153669689,0.13844534080979798,0.2025566627959023,0.6186898133328121,0.04532647153669689,0.04532647153669689,0.10531888599336503,0.007309345027531999,0.06587281496264441,0.05570736714527267,0.16613872500682833,0.49172013521799024,0.0048028616589610605,0.028716893399293508,0.4871938170571956,0.16613872500682833,1.7278123951106699,2.8200000000000003,0.9984681782261368,1.0,0.5714285714285714,1.0,0.9984681782261368,1.0,20260817
calex_like,34,Ext2,Ext2,3,6,B,True,0.0015765288603446503,0.13844534080979798,0.04432001223454052,0.13844534080979798,0.19895379433497096,0.6214850690100011,0.04432001223454052,0.04432001223454052,0.10531888599336503,0.007148371221404437,0.06587281496264441,0.05451852089814434,0.16277623929627047,0.49172013521799024,0.004700017049295952,0.028085290427976473,0.4871938170571956,0.16277623929627047,1.7081654779163762,2.8200000000000003,0.9981354846580281,1.0,0.5714285714285714,1.0,0.9981354846580281,1.0,20260817
calex_like,35,Ext2,Ext2,3,7,B,True,0.0015430309572604939,0.13844534080979798,0.04337544025722939,0.13844534080979798,0.1955427261980593,0.624131517993186,0.04337544025722939,0.04337544025722939,0.10531888599336503,0.0069972411236148835,0.06587281496264441,0.053398851900515576,0.15961157332601428,0.49172013521799024,0.004603177287461778,0.02749227579395419,0.4871938170571956,0.15961157332601428,1.6895424944327668,2.8200000000000003,0.9977893298035413,1.0,0.5714285714285714,1.0,0.9977893298035413,1.0,20260817
calex_like,36,Ext2,Ext2,3,8,B,True,0.0015115865891793812,0.13844534080979798,0.042488887454636304,0.13844534080979798,0.19231464399342285,0.6266359988552518,0.042488887454636304,0.042488887454636304,0.10531888599336503,0.006855345900259602,0.06587281496264441,0.05234448507293703,0.15663344007987634,0.49172013521799024,0.00451200366652643,0.026935466952612064,0.4871938170571956,0.15663344007987634,1.671895792201632,2.8200000000000003,0.9974324059199517,1.0,0.5714285714285714,1.0,0.9974324059199517,1.0,20260817
calex_like,37,Ext2,Ext2,3,9,B,True,0.0014820668700084028,0.13844534080979798,0.041656699016851095,0.13844534080979798,0.1892608494208397,0.6290052601004362,0.041656699016851095,0.041656699016851095,0.10531888599336503,0.006722109446049562,0.06587281496264441,0.05135168263290774,0.15383106776445815,0.49172013521799024,0.004426169868717913,0.02641260887765917,0.4871938170571956,0.15383106776445815,1.6551789156305745,2.8200000000000003,0.9970668668130801,1.0,0.5714285714285714,1.0,0.9970668668130801,1.0,20260817
calex_like,38,Ext2,Ext2,3,10,B,True,0.001454350237548363,0.13844534080979798,0.04087542956611978,0.13844534080979798,0.18637281592645752,0.6312459169849779,0.04087542956611978,0.04087542956611978,0.10531888599336503,0.006596987934961773,0.06587281496264441,0.050416858768169946,0.15119420219202695,0.49172013521799024,0.0043453631638274755,0.025921572412189953,0.4871938170571956,0.15119420219202695,1.639346749861447,2.8200000000000003,0.9966944355275829,1.0,0.5714285714285714,1.0,0.9966944355275829,1.0,20260817
calex_like,39,Ext2,Ext2,3,11,B,True,0.0014283222514739347,0.13844534080979798,0.0401418370876131,0.13844534080979798,0.18364223132270255,0.6333644184508121,0.0401418370876131,0.0401418370876131,0.10531888599336503,0.006479469006101413,0.06587281496264441,0.049536588347115613,0.1487131027301644,0.49172013521799024,0.004269285101228363,0.025460351175814244,0.4871938170571956,0.1487131027301644,1.6243556231565413,2.8200000000000003,0.996316490499185,1.0,0.5714285714285714,1.0,0.996316490499185,1.0,20260817
calex_like,40,Ext2,Ext2,3,12,B,True,0.0014038753381323543,0.13844534080979798,0.039452875402927856,0.13844534080979798,0.18106102972596846,0.6353670223469796,0.039452875402927856,0.039452875402927856,0.10531888599336503,0.006369070698654888,0.06587281496264441,0.04870761113593823,0.14637853337079187,0.49172013521799024,0.00419765182146513,0.02502705747557954,0.4871938170571956,0.14637853337079187,1.610163376359557,2.8200000000000003,0.9959341344764667,1.0,0.5714285714285714,1.0,0.9959341344764667,1.0,20260817
calex_like,41,Ext2,Ext2,3,13,B,True,0.0013809085009857114,0.13844534080979798,0.03880568571361942,0.13844534080979798,0.17862141475053775,0.6372597774348145,0.03880568571361942,0.03880568571361942,0.10531888599336503,0.00626534022174563,0.06587281496264441,0.04792683265846502,0.1441817501575732,0.49172013521799024,0.004130194084624087,0.024619917558377225,0.4871938170571956,0.1441817501575732,1.5967294061815547,2.8200000000000003,0.9955482496582921,1.0,0.5714285714285714,1.0,0.9955482496582921,1.0,20260817
calex_like,42,Ext2,Ext2,3,14,B,True,0.0013593270107614686,0.13844534080979798,0.03819758760776715,0.13844534080979798,0.1763158755597311,0.6390485109347931,0.03819758760776715,0.03819758760776715,0.10531888599336503,0.006167852623576775,0.06587281496264441,0.047191322575998396,0.14211448595944878,0.49172013521799024,0.0040666570904469975,0.024237266458509543,0.4871938170571956,0.14211448595944878,1.5840146876594519,2.8200000000000003,0.9951595418037524,1.0,0.5714285714285714,1.0,0.9951595418037524,1.0,20260817
calex_like,43,Ext2,Ext2,3,15,B,True,0.0013390420857503083,0.13844534080979798,0.03762606982041239,0.13844534080979798,0.17413719709918735,0.6407388205871277,0.03762606982041239,0.03762606982041239,0.10531888599336503,0.006076209407887112,0.06587281496264441,0.046498311263977896,0.14016893337632316,0.49172013521799024,0.0040068001479088644,0.02387754262986408,0.4871938170571956,0.14016893337632316,1.5719817800425884,2.8200000000000003,0.9947685755201207,1.0,0.5714285714285714,1.0,0.9947685755201207,1.0,20260817
calex_like,44,Ext2,Ext2,3,16,B,True,0.0013199705699367126,0.13844534080979798,0.037088780961004875,0.13844534080979798,0.17207846561040005,0.6423360703741358,0.037088780961004875,0.037088780961004875,0.10531888599336503,0.005990037133260073,0.06587281496264441,0.045845185106679315,0.13833772640064826,0.49172013521799024,0.003950396238619922,0.02353928250305859,0.4871938170571956,0.13833772640064826,1.560594819509924,2.8200000000000003,0.9943758024932152,1.0,0.5714285714285714,1.0,0.9943758024932152,1.0,20260817
calex_like,45,Ext2,Ext2,3,17,B,True,0.0013020346145320438,0.13844534080979798,0.036583520361926136,0.13844534080979798,0.17013307033566152,0.6438453891974724,0.036583520361926136,0.036583520361926136,0.10531888599336503,0.0059089860212538925,0.06587281496264441,0.045229480910368824,0.13661392132789932,0.49172013521799024,0.0038972315080595403,0.023221115070399034,0.4871938170571956,0.13661392132789932,1.549819501451721,2.8200000000000003,0.9939815840716909,1.0,0.5714285714285714,1.0,0.9939815840716909,1.0,20260817
calex_like,46,Ext2,Ext2,3,18,B,True,0.0012851613668918294,0.13844534080979798,0.03610822915731415,0.13844534080979798,0.16829470217087977,0.6452716719233317,0.03610822915731415,0.03610822915731415,0.10531888599336503,0.005832728592069181,0.06587281496264441,0.04464887974148152,0.13499097730349416,0.49172013521799024,0.0038471047106056304,0.022921756572841567,0.4871938170571956,0.13499097730349416,1.539623054523022,2.8200000000000003,0.9935862093344714,1.0,0.5714285714285714,1.0,0.9935862093344714,1.0,20260817
calex_like,47,Ext2,Ext2,3,19,B,True,0.0012692826695803738,0.13844534080979798,0.035660981667440805,0.13844534080979798,0.1665573498943818,0.6466195823082983,0.035660981667440805,0.035660981667440805,0.10531888599336503,0.005760958340900957,0.06587281496264441,0.04410120042346569,0.1334627368085946,0.49172013521799024,0.0037998266280874736,0.02264000534129651,0.4871938170571956,0.1334627368085946,1.5299742082596777,2.8200000000000003,0.9931899095446959,1.0,0.5714285714285714,1.0,0.9931899095446959,1.0,20260817
